violations,center_lat,center_lon,avg_vehicle_weight,avg_severity,avg_repeat,avg_criticality,compactness,density,density_norm,avg_vehicle_weight_norm,avg_severity_norm,avg_repeat_norm,avg_criticality_norm,PCRI
218,13.057278428440368,77.54693808440366,1.7568807339449541,2.885321100917431,1.8256880733944953,1.1999999999999997,0.000904711208169223,240960.87019983496,0.034271654994666806,0.19198925934213473,0.08374081750608561,0.1437460207759374,0.5052871467639011,15.489660678164647
333,12.875307278890569,77.5422180493719,2.195195195195195,3.2432432432432434,1.2192192192192193,1.2,0.006369612655233626,52279.474125697234,0.004096863619872546,0.30317146414707385,0.11824008402126371,0.03606087357547941,0.5052871467639015,15.175984174417634
404,13.003477406930694,77.59488789826733,2.0544554455445545,2.6435643564356437,1.702970297029703,1.2,0.0033396269887287196,120971.59394252853,0.015082421431575455,0.26747162521130163,0.06043845821218427,0.121956143652031,0.5052871467639015,15.157377648757336
112,13.00666587142857,77.62136278749999,1.6785714285714286,3.4732142857142856,1.5803571428571428,1.2,0.0009609110869577737,116556.04927464192,0.014376267343616456,0.1721254355400697,0.14040644744719485,0.10018484333729366,0.5052871467639015,14.975259690589446
268,13.121344575746267,77.61514620634328,2.701492537313433,2.16044776119403,1.1977611940298507,1.2,0.004898272437887434,54713.16742757272,0.004486070977790716,0.43159810702584644,0.013871995269039789,0.032250767606739145,0.5052871467639015,14.971492710550777
1271,13.096051375869333,77.59767113077613,1.7380015735641228,2.4988198269079467,1.5696302124311565,1.2,0.0030923667295629596,411012.0535993572,0.061467017594704264,0.1872003991479726,0.046486876261033344,0.0982801600646428,0.5052871467639015,14.942598730683072
75,12.861971077333333,77.530039388,2.013333333333333,3.16,1.36,1.2,0.0010707825570432572,70042.23173666264,0.006937565015474456,0.25704065040650403,0.11021646520971148,0.06105803377093502,0.5052871467639015,14.797931543855947
70,13.018728356526081,77.70780164580695,2.5,2.6285714285714286,1.1142857142857143,1.2,0.0021350005384853654,32786.876976462096,0.0009795183777376688,0.3804878048780488,0.05899332544987654,0.01742878744734544,0.5052871467639015,14.762205738557785
104,12.920146226923077,77.6449491625,2.25,2.9326923076923075,1.1538461538461537,1.2,0.0013289351932461342,78258.14270593856,0.008251491054872495,0.3170731707317074,0.08830681579010466,0.02445317415418452,0.5052871467639015,14.757140877469531
4151,12.951112507179595,77.52965410757513,2.2946278005299927,3.5870874488075164,1.403035413153457,1.1101421344254396,0.014736406465887345,281683.3269093769,0.04078417642522,0.3283933933051689,0.15138241159669305,0.06869943986847418,0.27638303979206125,14.557232501302126
